"","Year","Wealth_Gini","Wealth_Share_bottom50","Wealth_Share_top10","Wealth_Share_top1","Country"
"5416",1998,0.8260407053329,0.0193,0.7044,0.3751,"SYC"
"5417",1999,0.826092516382261,0.0193,0.7045,0.3753,"SYC"
"5418",2000,0.824910929289445,0.0196,0.7027,0.3735,"SYC"
"5419",2001,0.815130112323715,0.0227,0.691,0.361,"SYC"
"5420",2002,0.814812121729204,0.0228,0.6906,0.3607,"SYC"
"5421",2003,0.813025025155952,0.0233,0.6884,0.3584,"SYC"
"5422",2004,0.811936386236738,0.024,0.6871,0.3574,"SYC"
"5423",2005,0.811517433513274,0.0242,0.6868,0.3568,"SYC"
"5424",2006,0.810156513284852,0.0245,0.6851,0.355,"SYC"
"5425",2007,0.80957834589006,0.0246,0.6842,0.3542,"SYC"
"5426",2008,0.80957834589006,0.0246,0.6842,0.3542,"SYC"
"5427",2009,0.80966018621848,0.0246,0.6844,0.3543,"SYC"
"5428",2010,0.809654156813991,0.0246,0.6844,0.3543,"SYC"
"5429",2011,0.810332524882995,0.0244,0.6851,0.3551,"SYC"
"5430",2012,0.809787998153496,0.0246,0.6846,0.3544,"SYC"
"5431",2013,0.809976251964457,0.0245,0.6847,0.3546,"SYC"
"5432",2014,0.810402557650292,0.0244,0.6852,0.3551,"SYC"
"5433",2015,0.810027693046635,0.0245,0.6849,0.3548,"SYC"
"5434",2016,0.810038532502716,0.0245,0.6849,0.3549,"SYC"
"5435",2017,0.810038532502716,0.0245,0.6849,0.3549,"SYC"
"5436",2018,0.810038532502716,0.0245,0.6849,0.3549,"SYC"
"5437",2019,0.810440364991166,0.0244,0.6853,0.3552,"SYC"
"5438",2020,0.810513047849611,0.0244,0.6854,0.3553,"SYC"
"5439",2021,0.810513047849611,0.0244,0.6854,0.3553,"SYC"
"5440",2022,0.811489431684748,0.0237,0.6859,0.3556,"SYC"
"5441",1995,0.735578681183242,0.045,0.5827,0.2446,"SDN"
"5442",1996,0.735578681183242,0.045,0.5827,0.2446,"SDN"
"5443",1997,0.735578681183242,0.045,0.5827,0.2446,"SDN"
"5444",1998,0.735578681183242,0.045,0.5827,0.2446,"SDN"
"5445",1999,0.735321378568983,0.045,0.5823,0.2444,"SDN"
"5446",2000,0.735331899189859,0.045,0.5823,0.2444,"SDN"
"5447",2001,0.735356426953942,0.045,0.5824,0.2445,"SDN"
"5448",2002,0.735356426953942,0.045,0.5824,0.2445,"SDN"
"5449",2003,0.735401104782497,0.045,0.5825,0.2446,"SDN"
"5450",2004,0.735475611380522,0.045,0.5825,0.2446,"SDN"
"5451",2005,0.735518142025441,0.045,0.5826,0.2446,"SDN"
"5452",2006,0.735578681183242,0.045,0.5827,0.2446,"SDN"
"5453",2007,0.735578681183242,0.045,0.5827,0.2446,"SDN"
"5454",2008,0.735578681183242,0.045,0.5827,0.2446,"SDN"
"5455",2009,0.735578681183242,0.045,0.5827,0.2446,"SDN"
"5456",2010,0.737233568475148,0.0445,0.5849,0.2472,"SDN"
"5457",2011,0.738981334824018,0.044,0.5876,0.2497,"SDN"
"5458",2012,0.739641866762412,0.0439,0.5887,0.2507,"SDN"
"5459",2013,0.740669480486829,0.0436,0.5902,0.2524,"SDN"
"5460",2014,0.74208754739179,0.0434,0.5926,0.2548,"SDN"
"5461",2015,0.742162231022164,0.0434,0.5927,0.2549,"SDN"
"5462",2016,0.742162231022164,0.0434,0.5927,0.2549,"SDN"
"5463",2017,0.742186491357884,0.0434,0.5927,0.255,"SDN"
"5464",2018,0.742186491357884,0.0434,0.5927,0.255,"SDN"
"5465",2019,0.742061785678786,0.0434,0.5925,0.2548,"SDN"
"5466",2020,0.74208754739179,0.0434,0.5926,0.2548,"SDN"
"5467",2021,0.74208754739179,0.0434,0.5926,0.2548,"SDN"
"5468",2022,0.742650477443277,0.043,0.5928,0.255,"SDN"
"5469",1995,0.732044717917972,0.0457,0.576,0.2518,"SWE"
"5470",1996,0.720802131707018,0.0476,0.5579,0.2211,"SWE"
"5471",1997,0.73119415748647,0.0459,0.5747,0.2503,"SWE"
"5472",1998,0.728644916246566,0.0464,0.5708,0.243,"SWE"
"5473",1999,0.736867514457856,0.0449,0.5836,0.2657,"SWE"
"5474",2000,0.736316883045674,0.0449,0.5826,0.2648,"SWE"
"5475",2001,0.740240529385062,0.0444,0.5891,0.2769,"SWE"
"5476",2002,0.742794536070164,0.0441,0.5932,0.2837,"SWE"
"5477",2003,0.743795292879781,0.0438,0.5949,0.2859,"SWE"
"5478",2004,0.745510599022282,0.0435,0.5976,0.2901,"SWE"
"5479",2005,0.746350071446045,0.0433,0.5987,0.291,"SWE"
"5480",2006,0.746353223531855,0.0433,0.5991,0.2901,"SWE"
"5481",2007,0.748777316882297,0.0429,0.6028,0.2975,"SWE"
"5482",2008,0.748196159272084,0.0429,0.6017,0.2973,"SWE"
"5483",2009,0.739185792626188,0.0446,0.5873,0.2742,"SWE"
"5484",2010,0.743405614314497,0.0438,0.5942,0.2846,"SWE"
"5485",2011,0.740323181096528,0.0444,0.5892,0.2763,"SWE"
"5486",2012,0.739645960209771,0.0446,0.5882,0.2757,"SWE"
"5487",2013,0.74163571271896,0.0441,0.5911,0.2808,"SWE"
"5488",2014,0.743831953554945,0.0438,0.5947,0.2874,"SWE"
"5489",2015,0.742419927544574,0.044,0.5926,0.2827,"SWE"
"5490",2016,0.741671810496769,0.0441,0.5911,0.2813,"SWE"
"5491",2017,0.74148906849689,0.0442,0.5911,0.2807,"SWE"
"5492",2018,0.74108946137892,0.0443,0.5903,0.279,"SWE"
"5493",2019,0.740457819953065,0.0444,0.5893,0.278,"SWE"
"5494",2020,0.735618170722489,0.0453,0.5817,0.2646,"SWE"
"5495",2021,0.739754871987316,0.0446,0.5884,0.2763,"SWE"
"5496",2022,0.74023413702804,0.0443,0.5886,0.2764,"SWE"
"5497",1995,0.733013568946888,0.0456,0.5776,0.2525,"SGP"
"5498",1996,0.733787987350979,0.0455,0.5793,0.2519,"SGP"
"5499",1997,0.737256965842903,0.0451,0.5852,0.2619,"SGP"
"5500",1998,0.735519558873818,0.0453,0.5824,0.2543,"SGP"
"5501",1999,0.738579867275064,0.0446,0.5873,0.2574,"SGP"
"5502",2000,0.739572893836197,0.0441,0.5887,0.2576,"SGP"
"5503",2001,0.751307040380141,0.0419,0.6075,0.2778,"SGP"
"5504",2002,0.750112736148907,0.042,0.6053,0.2748,"SGP"
"5505",2003,0.74359850791987,0.0433,0.595,0.2616,"SGP"
"5506",2004,0.741599760086643,0.0439,0.5921,0.2617,"SGP"
"5507",2005,0.737403816365287,0.0447,0.5853,0.2524,"SGP"
"5508",2006,0.740144364847907,0.044,0.5893,0.257,"SGP"
"5509",2007,0.739266291225903,0.0442,0.5882,0.2574,"SGP"
"5510",2008,0.749652071869178,0.0421,0.6047,0.2719,"SGP"
"5511",2009,0.740849289465984,0.0436,0.5905,0.2531,"SGP"
"5512",2010,0.739603138748123,0.0439,0.5885,0.2515,"SGP"
"5513",2011,0.741827185339673,0.0435,0.5921,0.2549,"SGP"
"5514",2012,0.741515791405277,0.0435,0.5915,0.2544,"SGP"
"5515",2013,0.747163936238536,0.0426,0.6007,0.2702,"SGP"
"5516",2014,0.753703248407987,0.0412,0.6107,0.2847,"SGP"
"5517",2015,0.756397246801043,0.0408,0.615,0.2919,"SGP"
"5518",2016,0.753437483040614,0.0413,0.6104,0.2837,"SGP"
"5519",2017,0.756915098040054,0.0406,0.6157,0.2928,"SGP"
"5520",2018,0.757544536581236,0.0405,0.6167,0.2949,"SGP"
"5521",2019,0.757809161200498,0.0404,0.6173,0.2957,"SGP"
"5522",2020,0.761646082882919,0.0399,0.6232,0.3071,"SGP"
"5523",2021,0.766485783865619,0.0391,0.6307,0.3204,"SGP"
"5524",2022,0.765190144980124,0.039,0.6279,0.3149,"SGP"
"5525",1995,0.658971721296137,0.0725,0.4796,0.1209,"SVN"
"5526",1996,0.659031185113136,0.0725,0.4797,0.121,"SVN"
"5527",1997,0.659035761330006,0.0725,0.4797,0.121,"SVN"
"5528",1998,0.659090851825621,0.0725,0.4798,0.121,"SVN"
"5529",1999,0.659420635599393,0.0724,0.4804,0.1214,"SVN"
"5530",2000,0.659095453267255,0.0725,0.4798,0.121,"SVN"
"5531",2001,0.659008276906341,0.0725,0.4797,0.1209,"SVN"
"5532",2002,0.659132291486582,0.0725,0.4799,0.1211,"SVN"
"5533",2003,0.659444106032428,0.0724,0.4804,0.1215,"SVN"
"5534",2004,0.659533612871432,0.0724,0.4806,0.1216,"SVN"
"5535",2005,0.659595143129234,0.0724,0.4807,0.1216,"SVN"
"5536",2006,0.659623623920744,0.0724,0.4807,0.1217,"SVN"
"5537",2007,0.659637874029809,0.0724,0.4808,0.1217,"SVN"
"5538",2008,0.65966642270514,0.0724,0.4808,0.1217,"SVN"
"5539",2009,0.65933174637772,0.0724,0.4802,0.1213,"SVN"
"5540",2010,0.659373788329003,0.0724,0.4803,0.1214,"SVN"
"5541",2011,0.674647190573722,0.0697,0.503,0.1606,"SVN"
"5542",2012,0.693077089916045,0.0653,0.5289,0.2032,"SVN"
"5543",2013,0.706492841183262,0.0631,0.5503,0.2438,"SVN"
"5544",2014,0.717213938607983,0.0613,0.5668,0.2768,"SVN"
"5545",2015,0.718484773646423,0.06,0.566,0.2611,"SVN"
"5546",2016,0.724033476115039,0.0568,0.5695,0.2481,"SVN"
"5547",2017,0.728790811998209,0.0537,0.5718,0.2317,"SVN"
"5548",2018,0.728849889345753,0.0537,0.5719,0.2318,"SVN"
"5549",2019,0.728823604934718,0.0537,0.5719,0.2318,"SVN"
"5550",2020,0.728830171854696,0.0537,0.5719,0.2318,"SVN"
"5551",2021,0.728836742522788,0.0537,0.5719,0.2318,"SVN"
"5552",2022,0.728843315010323,0.0537,0.5719,0.2318,"SVN"
"5553",1995,0.576369768409525,0.127,0.4186,0.1262,"SVK"
"5554",1996,0.576373823410993,0.127,0.4186,0.1262,"SVK"
"5555",1997,0.576381952507736,0.127,0.4186,0.1262,"SVK"
"5556",1998,0.576410457467506,0.127,0.4187,0.1262,"SVK"
"5557",1999,0.576467563973993,0.127,0.4188,0.1263,"SVK"
"5558",2000,0.576463480625769,0.127,0.4188,0.1263,"SVK"
"5559",2001,0.576731390016582,0.127,0.4193,0.1266,"SVK"
"5560",2002,0.5767896862288,0.127,0.4194,0.1267,"SVK"
"5561",2003,0.576594811671069,0.127,0.419,0.1265,"SVK"
"5562",2004,0.577397925481916,0.1269,0.4205,0.1275,"SVK"
"5563",2005,0.577238274673359,0.1269,0.4202,0.1273,"SVK"
"5564",2006,0.577406612796009,0.1269,0.4205,0.1275,"SVK"
"5565",2007,0.577255453386524,0.1269,0.4202,0.1273,"SVK"
"5566",2008,0.576881732321122,0.1269,0.4195,0.1268,"SVK"
"5567",2009,0.576839828866394,0.127,0.4195,0.1268,"SVK"
"5568",2010,0.577771108428754,0.1269,0.4211,0.128,"SVK"
"5569",2011,0.587442918052297,0.1204,0.4259,0.1352,"SVK"
"5570",2012,0.612871784220879,0.1059,0.4424,0.1513,"SVK"
"5571",2013,0.633521733100984,0.0948,0.46,0.1711,"SVK"
"5572",2014,0.64991974623743,0.0855,0.4743,0.1877,"SVK"
"5573",2015,0.663835653860616,0.0784,0.485,0.1874,"SVK"
"5574",2016,0.667937612599889,0.0755,0.4861,0.176,"SVK"
"5575",2017,0.678869690458136,0.0691,0.4917,0.168,"SVK"
"5576",2018,0.679081139352306,0.0691,0.4921,0.1685,"SVK"
"5577",2019,0.680571459818452,0.0687,0.4944,0.1725,"SVK"
"5578",2020,0.680352359150795,0.0688,0.4941,0.1719,"SVK"
"5579",2021,0.680596798530601,0.0687,0.4945,0.1725,"SVK"
"5580",2022,0.680673661960029,0.0687,0.4946,0.1727,"SVK"
"5581",1995,0.855408567271098,0.0095,0.7392,0.4112,"SLE"
"5582",1996,0.84630581106984,0.0127,0.7288,0.4005,"SLE"
"5583",1997,0.83396454258417,0.0167,0.7139,0.3852,"SLE"
"5584",1998,0.826204521562801,0.0193,0.7046,0.3755,"SLE"
"5585",1999,0.806856678898356,0.0254,0.681,0.3505,"SLE"
"5586",2000,0.792471482474468,0.0302,0.6631,0.3317,"SLE"
"5587",2001,0.782849747095867,0.033,0.6506,0.3181,"SLE"
"5588",2002,0.775978077939811,0.0347,0.6412,0.3078,"SLE"
"5589",2003,0.764527043666078,0.038,0.626,0.2913,"SLE"
"5590",2004,0.755876494372757,0.04,0.6129,0.2768,"SLE"
"5591",2005,0.751187703929503,0.0412,0.6062,0.2696,"SLE"
"5592",2006,0.74815059238,0.0422,0.6021,0.2652,"SLE"
"5593",2007,0.745759626204659,0.0428,0.5986,0.2614,"SLE"
"5594",2008,0.742852013153538,0.0433,0.5939,0.2564,"SLE"
"5595",2009,0.740476344310835,0.0436,0.5899,0.2521,"SLE"
"5596",2010,0.739330541964648,0.0439,0.5881,0.25,"SLE"
"5597",2011,0.737136997842015,0.0445,0.5848,0.247,"SLE"
"5598",2012,0.738981334824018,0.044,0.5876,0.2497,"SLE"
"5599",2013,0.739703839639901,0.0439,0.5888,0.2508,"SLE"
"5600",2014,0.741239874787837,0.0435,0.5911,0.2532,"SLE"
"5601",2015,0.743057497876976,0.0433,0.5942,0.2565,"SLE"
"5602",2016,0.744647867620358,0.043,0.597,0.2597,"SLE"
"5603",2017,0.746875618703456,0.0424,0.6001,0.263,"SLE"
"5604",2018,0.748810582908362,0.0421,0.6032,0.2662,"SLE"
"5605",2019,0.748810582908362,0.0421,0.6032,0.2662,"SLE"
"5606",2020,0.748810582908362,0.0421,0.6032,0.2662,"SLE"
"5607",2021,0.748810582908362,0.0421,0.6032,0.2662,"SLE"
"5608",2022,0.749380063249333,0.0417,0.6035,0.2664,"SLE"
"5609",1995,0.809540489257216,0.0246,0.6841,0.3541,"SEN"
"5610",1996,0.807701809266604,0.0252,0.6821,0.3517,"SEN"
"5611",1997,0.806875692277657,0.0254,0.681,0.3506,"SEN"
"5612",1998,0.806491479021503,0.0254,0.6803,0.3498,"SEN"
"5613",1999,0.805671481967295,0.0257,0.6794,0.349,"SEN"
"5614",2000,0.805302351899627,0.0258,0.679,0.3487,"SEN"
"5615",2001,0.804811446358826,0.0259,0.6784,0.3479,"SEN"
"5616",2002,0.783700652260308,0.0326,0.6516,0.3192,"SEN"
"5617",2003,0.768570650182113,0.0369,0.6314,0.2974,"SEN"
"5618",2004,0.754384285278405,0.0405,0.6109,0.2747,"SEN"
"5619",2005,0.748344708715337,0.0421,0.6024,0.2654,"SEN"
"5620",2006,0.748751062236806,0.0421,0.6031,0.266,"SEN"
"5621",2007,0.749105800686579,0.042,0.6036,0.2667,"SEN"
"5622",2008,0.749566764503612,0.0419,0.6041,0.2675,"SEN"
"5623",2009,0.750472775931485,0.0414,0.6052,0.2685,"SEN"
"5624",2010,0.751260717736244,0.0412,0.6064,0.2698,"SEN"
"5625",2011,0.752269694536864,0.041,0.6079,0.2714,"SEN"
"5626",2012,0.752291921580792,0.041,0.608,0.2714,"SEN"
"5627",2013,0.752291921580792,0.041,0.608,0.2714,"SEN"
"5628",2014,0.752291921580792,0.041,0.608,0.2714,"SEN"
"5629",2015,0.752291921580792,0.041,0.608,0.2714,"SEN"
"5630",2016,0.752291921580792,0.041,0.608,0.2714,"SEN"
"5631",2017,0.75231668707417,0.041,0.608,0.2715,"SEN"
"5632",2018,0.75231668707417,0.041,0.608,0.2715,"SEN"
"5633",2019,0.752244923871245,0.041,0.6079,0.2713,"SEN"
"5634",2020,0.752269694536864,0.041,0.6079,0.2714,"SEN"
"5635",2021,0.752269694536864,0.041,0.6079,0.2714,"SEN"
"5636",2022,0.752898401858999,0.0406,0.6082,0.2715,"SEN"
"5637",1995,0.860949211344547,0.0076,0.7454,0.4174,"SOM"
"5638",1996,0.840615982166696,0.0143,0.7215,0.393,"SOM"
"5639",1997,0.813523336346492,0.0232,0.6889,0.359,"SOM"
"5640",1998,0.784557979604784,0.0323,0.6527,0.3202,"SOM"
"5641",1999,0.76025342955748,0.0393,0.6201,0.285,"SOM"
"5642",2000,0.762849178158888,0.0385,0.6236,0.2887,"SOM"
"5643",2001,0.766710254132931,0.0374,0.6288,0.2943,"SOM"
"5644",2002,0.766023684178293,0.0376,0.6277,0.2928,"SOM"
"5645",2003,0.764972203863806,0.0379,0.6265,0.2916,"SOM"
"5646",2004,0.762085809203086,0.0388,0.6227,0.2876,"SOM"
"5647",2005,0.759199774763687,0.0395,0.6186,0.2832,"SOM"
"5648",2006,0.760536684867276,0.0393,0.6206,0.2855,"SOM"
"5649",2007,0.765386520295294,0.0378,0.6269,0.2922,"SOM"
"5650",2008,0.766932508167429,0.0373,0.629,0.2946,"SOM"
"5651",2009,0.771292794093398,0.0364,0.6354,0.3018,"SOM"
"5652",2010,0.773153256174226,0.0358,0.638,0.3043,"SOM"
"5653",2011,0.771074063998157,0.0365,0.6352,0.3015,"SOM"
"5654",2012,0.768184541940542,0.037,0.6309,0.2966,"SOM"
"5655",2013,0.766982631631805,0.0373,0.6292,0.2948,"SOM"
"5656",2014,0.766747227625842,0.0374,0.6289,0.2944,"SOM"
"5657",2015,0.770378931416531,0.0367,0.6344,0.3005,"SOM"
"5658",2016,0.774719721493284,0.0351,0.6397,0.3065,"SOM"
"5659",2017,0.776870331900682,0.0344,0.6427,0.3095,"SOM"
"5660",2018,0.777168046973856,0.0343,0.643,0.3098,"SOM"
"5661",2019,0.777190307488866,0.0343,0.643,0.3098,"SOM"
"5662",2020,0.777233270113413,0.0343,0.6431,0.3099,"SOM"
"5663",2021,0.777319930522992,0.0343,0.6432,0.31,"SOM"
"5664",2022,0.778083031495896,0.0338,0.6436,0.3102,"SOM"
"5665",1995,0.821983568057277,0.0206,0.6994,0.37,"SUR"
"5666",1996,0.82205674995879,0.0206,0.6995,0.37,"SUR"
"5667",1997,0.822074527104775,0.0206,0.6995,0.3701,"SUR"
"5668",1998,0.822268197203414,0.0205,0.6996,0.3702,"SUR"
"5669",1999,0.81774159255545,0.022,0.6943,0.3648,"SUR"
"5670",2000,0.817829013304078,0.022,0.6944,0.365,"SUR"
"5671",2001,0.817847127692914,0.022,0.6944,0.3651,"SUR"
"5672",2002,0.822344654336547,0.0205,0.6998,0.3703,"SUR"
"5673",2003,0.829927833895226,0.0182,0.7092,0.3803,"SUR"
"5674",2004,0.814750733689493,0.0228,0.6905,0.3606,"SUR"
"5675",2005,0.807032285376835,0.0254,0.6812,0.3507,"SUR"
"5676",2006,0.828105260076683,0.0188,0.7069,0.378,"SUR"
"5677",2007,0.835285245749731,0.0163,0.7155,0.3865,"SUR"
"5678",2008,0.824029754679998,0.0199,0.7019,0.3727,"SUR"
"5679",2009,0.803428285466367,0.0266,0.677,0.3464,"SUR"
"5680",2010,0.794019526717221,0.0296,0.6651,0.3337,"SUR"
"5681",2011,0.800586328365057,0.0276,0.6734,0.3427,"SUR"
"5682",2012,0.775543228719272,0.0347,0.6406,0.3073,"SUR"
"5683",2013,0.787561660825531,0.0315,0.6567,0.3247,"SUR"
"5684",2014,0.780589454102511,0.0335,0.6475,0.3145,"SUR"
"5685",2015,0.778500470682445,0.034,0.6446,0.3115,"SUR"
"5686",2016,0.77180700036368,0.0363,0.636,0.3024,"SUR"
"5687",2017,0.763320273101328,0.0384,0.6243,0.2895,"SUR"
"5688",2018,0.758040519504817,0.0398,0.6168,0.2811,"SUR"
"5689",2019,0.757443416598079,0.0397,0.6156,0.2797,"SUR"
"5690",2020,0.757476145418281,0.0397,0.6156,0.2797,"SUR"
"5691",2021,0.757535135050404,0.0397,0.6157,0.2798,"SUR"
"5692",2022,0.758171179695211,0.0393,0.616,0.28,"SUR"
"5693",1995,0.769651137916981,0.0368,0.6332,0.2992,"SSD"
"5694",1996,0.769959922345038,0.0368,0.6337,0.2998,"SSD"
"5695",1997,0.769881278197175,0.0368,0.6335,0.2997,"SSD"
"5696",1998,0.769982764663041,0.0368,0.6338,0.2999,"SSD"
"5697",1999,0.769982764663041,0.0368,0.6338,0.2999,"SSD"
"5698",2000,0.769931942436273,0.0368,0.6336,0.2998,"SSD"
"5699",2001,0.770005635934325,0.0368,0.6338,0.3,"SSD"
"5700",2002,0.769651137916981,0.0368,0.6332,0.2992,"SSD"
"5701",2003,0.77016139086129,0.0367,0.634,0.3001,"SSD"
"5702",2004,0.769651137916981,0.0368,0.6332,0.2992,"SSD"
"5703",2005,0.77016139086129,0.0367,0.634,0.3001,"SSD"
"5704",2006,0.770173399205191,0.0367,0.634,0.3001,"SSD"
"5705",2007,0.769647078900022,0.0368,0.6332,0.2992,"SSD"
"5706",2008,0.770173399205191,0.0367,0.634,0.3001,"SSD"
"5707",2009,0.770173399205191,0.0367,0.634,0.3001,"SSD"
"5708",2010,0.769633048192759,0.0368,0.6332,0.2993,"SSD"
"5709",2011,0.769710981921605,0.0368,0.6332,0.2993,"SSD"
"5710",2012,0.769949919578835,0.0368,0.6337,0.2998,"SSD"
"5711",2013,0.770231388485712,0.0367,0.6341,0.3001,"SSD"
"5712",2014,0.770277299344855,0.0367,0.6342,0.3003,"SSD"
"5713",2015,0.770277299344855,0.0367,0.6342,0.3003,"SSD"
"5714",2016,0.770342876227915,0.0367,0.6343,0.3005,"SSD"
"5715",2017,0.769710981921605,0.0368,0.6332,0.2993,"SSD"
"5716",2018,0.769756485377371,0.0368,0.6333,0.2994,"SSD"
"5717",2019,0.769812430859588,0.0368,0.6334,0.2995,"SSD"
"5718",2020,0.769812430859588,0.0368,0.6334,0.2995,"SSD"
"5719",2021,0.769881278197175,0.0368,0.6335,0.2997,"SSD"
"5720",2022,0.770582742209569,0.0363,0.6338,0.2998,"SSD"
"5721",1995,0.731563446173197,0.0457,0.5758,0.2376,"STP"
"5722",1996,0.731513275286289,0.0457,0.5758,0.2375,"STP"
"5723",1997,0.731513275286289,0.0457,0.5758,0.2375,"STP"
"5724",1998,0.731513275286289,0.0457,0.5758,0.2375,"STP"
"5725",1999,0.731513275286289,0.0457,0.5758,0.2375,"STP"
"5726",2000,0.731563446173197,0.0457,0.5758,0.2376,"STP"
"5727",2001,0.731486436621481,0.0457,0.5757,0.2375,"STP"
"5728",2002,0.731486436621481,0.0457,0.5757,0.2375,"STP"
"5729",2003,0.731447923988298,0.0457,0.5756,0.2374,"STP"
"5730",2004,0.731389763999488,0.0457,0.5756,0.2373,"STP"
"5731",2005,0.731295586448823,0.0457,0.5754,0.2373,"STP"
"5732",2006,0.731242584048857,0.0457,0.5753,0.2372,"STP"
"5733",2007,0.731242584048857,0.0457,0.5753,0.2372,"STP"
"5734",2008,0.731123341315111,0.0458,0.5752,0.2371,"STP"
"5735",2009,0.731083473141922,0.0458,0.5752,0.2369,"STP"
"5736",2010,0.731083473141922,0.0458,0.5752,0.2369,"STP"
"5737",2011,0.739330541964648,0.0439,0.5881,0.25,"STP"
"5738",2012,0.754210353008972,0.0405,0.6106,0.2744,"STP"
"5739",2013,0.812516951041118,0.0236,0.6877,0.3578,"STP"
"5740",2014,0.875331846210315,0.0025,0.7615,0.4332,"STP"
"5741",2015,0.903571647365624,-0.0077,0.7926,0.4635,"STP"
"5742",2016,0.914663693200708,-0.0117,0.8046,0.475,"STP"
"5743",2017,0.917427196291868,-0.0128,0.8078,0.4779,"STP"
"5744",2018,0.917427196291868,-0.0128,0.8078,0.4779,"STP"
"5745",2019,0.91761765534298,-0.0129,0.8079,0.478,"STP"
"5746",2020,0.917723265689091,-0.0129,0.8081,0.4781,"STP"
"5747",2021,0.917731178438686,-0.0129,0.8081,0.4782,"STP"
"5748",2022,0.919423038228217,-0.0141,0.8092,0.4788,"STP"
"5749",1995,0.888201555087107,-0.002,0.776,0.4474,"SLV"
"5750",1996,0.887875572781013,-0.0019,0.7757,0.4471,"SLV"
"5751",1997,0.888201555087107,-0.002,0.776,0.4474,"SLV"
"5752",1998,0.88803199534243,-0.0019,0.7759,0.4472,"SLV"
"5753",1999,0.888261451258927,-0.002,0.7761,0.4476,"SLV"
"5754",2000,0.887875572781013,-0.0019,0.7757,0.4471,"SLV"
"5755",2001,0.782892667414927,0.033,0.6507,0.3183,"SLV"
"5756",2002,0.762009685309266,0.0388,0.6225,0.2874,"SLV"
"5757",2003,0.75166743987549,0.0411,0.6069,0.2702,"SLV"
"5758",2004,0.766474358545707,0.0375,0.6284,0.2939,"SLV"
"5759",2005,0.7743388230015,0.0352,0.6393,0.3058,"SLV"
"5760",2006,0.777005927226128,0.0344,0.6428,0.3096,"SLV"
"5761",2007,0.772655869080239,0.0362,0.6375,0.3039,"SLV"
"5762",2008,0.762455068322652,0.0387,0.6231,0.2882,"SLV"
"5763",2009,0.755875667047945,0.04,0.613,0.2769,"SLV"
"5764",2010,0.748352861954487,0.0421,0.6024,0.2654,"SLV"
"5765",2011,0.746368304641408,0.0426,0.5995,0.2622,"SLV"
"5766",2012,0.747043898019911,0.0424,0.6003,0.2633,"SLV"
"5767",2013,0.805559851318833,0.0257,0.6792,0.3488,"SLV"
"5768",2014,0.776804807442204,0.0344,0.6426,0.3093,"SLV"
"5769",2015,0.784397987214163,0.0323,0.6524,0.32,"SLV"
"5770",2016,0.784579374968928,0.0323,0.6527,0.3203,"SLV"
"5771",2017,0.789718377891148,0.0307,0.6594,0.3275,"SLV"
"5772",2018,0.736982521047068,0.0445,0.5845,0.2465,"SLV"
"5773",2019,0.736982521047068,0.0445,0.5845,0.2465,"SLV"
"5774",2020,0.737079215726268,0.0444,0.5846,0.2465,"SLV"
"5775",2021,0.736918517067281,0.0445,0.5845,0.2465,"SLV"
"5776",2022,0.737477057840721,0.0441,0.5848,0.2466,"SLV"
"5777",1995,0.763440811727918,0.0383,0.6244,0.2896,"SYR"
"5778",1996,0.763440811727918,0.0383,0.6244,0.2896,"SYR"
"5779",1997,0.763464347702723,0.0383,0.6245,0.2897,"SYR"
"5780",1998,0.763487966800653,0.0383,0.6245,0.2897,"SYR"
"5781",1999,0.763565225861356,0.0383,0.6246,0.2898,"SYR"
"5782",2000,0.764067442382611,0.0381,0.6253,0.2906,"SYR"
"5783",2001,0.76357058020082,0.0383,0.6246,0.2898,"SYR"
"5784",2002,0.763637488612716,0.0383,0.6247,0.2899,"SYR"
"5785",2003,0.76367254842566,0.0383,0.6248,0.29,"SYR"
"5786",2004,0.764090964988867,0.0381,0.6253,0.2906,"SYR"
"5787",2005,0.763757835107583,0.0382,0.6249,0.29,"SYR"
"5788",2006,0.764090964988867,0.0381,0.6253,0.2906,"SYR"
"5789",2007,0.763785178739255,0.0382,0.6249,0.29,"SYR"
"5790",2008,0.764090964988867,0.0381,0.6253,0.2906,"SYR"
"5791",2009,0.763818529350004,0.0382,0.625,0.2901,"SYR"
"5792",2010,0.76384182745349,0.0382,0.625,0.2901,"SYR"
"5793",2011,0.764203689176696,0.038,0.6255,0.2907,"SYR"
"5794",2012,0.763868751437968,0.0382,0.6251,0.2902,"SYR"
"5795",2013,0.764292623681143,0.038,0.6256,0.2908,"SYR"
"5796",2014,0.763868751437968,0.0382,0.6251,0.2902,"SYR"
"5797",2015,0.763862150036488,0.0382,0.6251,0.2903,"SYR"
"5798",2016,0.764398986818321,0.038,0.6257,0.2909,"SYR"
"5799",2017,0.763862150036488,0.0382,0.6251,0.2903,"SYR"
"5800",2018,0.763897506133105,0.0382,0.6252,0.2903,"SYR"
"5801",2019,0.763897506133105,0.0382,0.6252,0.2903,"SYR"
"5802",2020,0.763884906889871,0.0382,0.6251,0.2903,"SYR"
"5803",2021,0.764044369393645,0.0381,0.6253,0.2905,"SYR"
"5804",2022,0.764739321781718,0.0376,0.6256,0.2907,"SYR"
"5805",1995,0.91666989163619,-0.0123,0.8071,0.4774,"SWZ"
"5806",1996,0.916049117135231,-0.0121,0.8063,0.4767,"SWZ"
